里程碑编号,里程碑名称,任务编号,任务名称,责任人,执行人,工作项状态,计划开始时间,计划完成时间,计划工期,备注,实际开始时间,实际完成时间,实际工期
7.1.3.10,海关智能库管系统,7.1.3.10.4,普通货架 10.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.5,系统应用服务器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
7.1.3.10,海关智能库管系统,7.1.3.10.6,二维码扫描仪 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.7,条码打印机 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.8,热敏纸 1.00 卷,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.9,A4打印机 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.10,业务工作站 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.3.11,智慧电讯检疫设备,7.1.3.11.1,AR+测温智能眼镜 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.11,智慧电讯检疫设备,7.1.3.11.2,智能远程监控终端 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.1,快拼采样室（拼装式采样间） 3.00 座,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.2,半球网络高清摄像机 30.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.3,信息模块（六类） 60.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.4,双口信息面板 15.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.5,隔离负压室设备箱 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.6,门禁控制器 5.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.7,双门电控锁 9.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.8,读卡器 9.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.9,开门按钮 9.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.12,卫检用房配套设施,7.1.3.12.10,波破开关 9.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.13,其他,7.1.3.13.1,拆除 1.00 项,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.13,其他,7.1.3.13.2,信息系统等级保护 1.00 项,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.13,其他,7.1.3.13.3,系统整体调试 1.00 系统,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.1,半球网络高清摄像机 23.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.4.1,视频监控系统,7.1.4.1.2,智能球型摄像机 6.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.4.1,视频监控系统,7.1.4.1.3,门禁控制器 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.4,双门电控锁 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.5,读卡器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.6,开门按钮 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.7,波破开关 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.1,视频监控系统,7.1.4.1.8,网络存储设备 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.4.1,视频监控系统,7.1.4.1.9,配线RVV2*1.0mm2 1200.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.4.1,视频监控系统,7.1.4.1.10,配线RYYP6*1.00mm2 1000.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.4.1,视频监控系统,7.1.4.1.11.1,网线（18 箱）,,杨智,逾期,,,,,,,
7.1.4.1,视频监控系统,7.1.4.1.12.1,金属圆管（700 米）,,杨智,逾期,,,,,,,
7.1.4.1,视频监控系统,7.1.4.1.13,配管KBG32 80.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.2,综合布线系统,7.1.4.2.1.1,网络模块（200 个）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.2.1,网络面板（100 个）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.3.1,网线（72 箱）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.4.1,48芯室内光缆（400 米）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.5.1,12芯室内光缆（120 米）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.6,设备网接入交换机 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.4.2,综合布线系统,7.1.4.2.7,设备箱 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.2,综合布线系统,7.1.4.2.8.1,网络跳线（157 条）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.9.1,LC-LC光纤跳线（26 条）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.10.1,光纤配线架（2 个）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.11.1,网络配线架（14 个）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.11.2,理线器（14 个）,,杨智,逾期,,,,,,,
7.1.4.2,综合布线系统,7.1.4.2.12.1,金属圆管（2580 米）,,杨智,逾期,,,,,,,
7.1.4.3,计算机网络系统,7.1.4.3.1,24口接入交换机 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.4.3,计算机网络系统,7.1.4.3.2,48口接入交换机 3.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.4.3,计算机网络系统,7.1.4.3.3,24口接入交换机（POE） 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.4.3,计算机网络系统,7.1.4.3.4,48口接入交换机(POE) 3.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.4.4,机房工程,7.1.4.4.1,机柜800（W）*800（D）*2000（H）m 5.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.2,接地母线（30*4紫铜带） 35.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.3,接地母线（100*0.3铜箔） 77.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.4,接地母线WDZB-RYJ(F)-6 17.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.5,接地母线WDZB-RYJ(F)-16 17.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.6,接地端子箱 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.7.1,镀锌桥架（22 米）,,杨智,逾期,,,,,,,
7.1.4.4,机房工程,7.1.4.4.8,支架制作安装 70.00 kg,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.9,PDU 10.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.4.4,机房工程,7.1.4.4.10,配线RYY3*6mm2 360.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.4.5,其他,7.1.4.5.1,拆除及安装 1.00 项,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.5.1,视频监控系统,7.1.5.1.1,人脸识别半球摄像机 10.00 台,,,逾期,,,,甲方品牌库：大华、海康威视、宇视注意事项：招标要求为枪型人脸摄像机，与货物名称半球不一致,,,
7.1.5.1,视频监控系统,7.1.5.1.2,枪型网络高清摄像机 6.00 台,,,逾期,,,,甲方品牌库：大华、海康威视、宇视,,,
7.1.5.1,视频监控系统,7.1.5.1.3,报警按钮 6.00 套,,,逾期,,,,,,,
7.1.5.1,视频监控系统,7.1.5.1.4,拾音器 8.00 套,,,逾期,,,,,,,
7.1.5.1,视频监控系统,7.1.5.1.5,拾音器电源 8.00 套,,,逾期,,,,,,,
7.1.5.1,视频监控系统,7.1.5.1.6,配线RVV2*1.0mm2 2200.00 m,,,逾期,,,,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.5.1,视频监控系统,7.1.5.1.7,配线RYYP2*1.00mm2 2600.00 m,,,逾期,,,,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.5.1,视频监控系统,7.1.5.1.8,六类非屏蔽双绞线 2450.00 m,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.1,视频监控系统,7.1.5.1.9,配管KBG20 300.00 m,,,逾期,,,,,,,
7.1.5.2,综合布线系统,7.1.5.2.1,信息模块（六类） 140.00 个,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.2,综合布线系统,7.1.5.2.2,双口信息面板 70.00 个,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.2,综合布线系统,7.1.5.2.3,六类非屏蔽双绞线 10000.00 m,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.2,综合布线系统,7.1.5.2.4,数据跳线（六类）3米 70.00 条,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.2,综合布线系统,7.1.5.2.5,数据配线架（六类） 7.00 个,,,逾期,,,,甲方品牌库：泛达、康宁、康普,,,
7.1.5.2,综合布线系统,7.1.5.2.6,配管KBG20 1300.00 m,,,逾期,,,,,,,
7.1.6.1,卫检设备,7.1.6.1.1,操作台1 3.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：办公桌,,,
7.1.6.1,卫检设备,7.1.6.1.2,操作台1 4.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：办公桌,,,
7.1.6.1,卫检设备,7.1.6.1.3,操作台2 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：小型会议桌,,,
7.1.6.1,卫检设备,7.1.6.1.4,操作椅 4.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：办公椅,,,
7.1.6.1,卫检设备,7.1.6.1.5,负压隔离轮椅 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.6,立柜 1.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：衣柜,,,
7.1.6.1,卫检设备,7.1.6.1.7,医用储物柜1 4.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：文件柜,,,
7.1.6.1,卫检设备,7.1.6.1.8,医用储物柜3 40.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,原名称：双边两门更衣柜,,,
7.1.6.1,卫检设备,7.1.6.1.9,医用储物柜2 15.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.10,医用储物柜2 5.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.11,生物安全移运箱 4.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.12,生物安全柜 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.13,工作站 16.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.6.1,卫检设备,7.1.6.1.14,医用储物架 9.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.15,医用货架 6.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.16,医疗垃圾桶 2.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.17,医疗垃圾桶 4.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.18,各类废弃物收集容器 3.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.19,智能流调设备 3.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.20,额温计 2.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,参考链接：https://item.jd.com/100003406321.html#switch-sku,,,
7.1.6.1,卫检设备,7.1.6.1.21,水银体温计 3.00 盒,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,参考链接：https://item.jd.com/100193778318.html#switch-sku,,,
7.1.6.1,卫检设备,7.1.6.1.22,电子血压计 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,参考链接：https://item.jd.com/100012566566.html#switch-sku,,,
7.1.6.1,卫检设备,7.1.6.1.23,医用电子血压计 4.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,参考链接：https://item.jd.com/100014291983.html,,,
7.1.6.1,卫检设备,7.1.6.1.24,医学检查工具包 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.25,常用体格检查工具 2.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.26,采样工具 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.27,医疗急救箱 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.28,生物安全采样、送样箱 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.29,感应式手消毒器 6.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,参考链接：https://item.jd.com/10096766877668.html#switch-sku,,,
7.1.6.1,卫检设备,7.1.6.1.30,移动式紫外消毒车 2 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.31,消毒药械 4 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.32,医用检查灯 1 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.33,医用检查灯 1 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.34,人机共存型循环空气消毒机 6 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.35,背负电动喷雾器 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.36,自动喷雾消毒通道 2 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.37,打印机 8 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.38,智能条码打印机及配套设备 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.39,诊疗推车 1 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.40,诊疗推车 3 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.41,医用诊疗车 6 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.42,抢救推车 1 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.43,普通担架 1 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.44,采样操作台 1 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.45,钢木结构实验台 1 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.46,普通冰箱 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.47,普通冰箱 6 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.48,低温冰箱 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.49,超低温冰箱 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.50,高压灭菌锅 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.51,诊床 2 张,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.52,诊疗床 1 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.53,诊疗床 3 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.54,值班设施1 30 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.55.1,证件阅读器（2 套）,,,逾期,,,,,,,
7.1.6.1,卫检设备,7.1.6.1.56,防护装备 2 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.57,信息展示大屏 1 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.58,负压隔离舱 1 座,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.6.1,卫检设备,7.1.6.1.59,负压隔离单元 1 座,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.1,装饰架,7.1.7.1.1,埋件 0.7 t,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.1,装饰架,7.1.7.1.2,钢柱 2.29 t,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.1,装饰架,7.1.7.1.3,钢梁 2.6720000000000002 t,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.1,装饰架,7.1.7.1.4,50*10*1.5mm厚铝合金造型网天棚 287.68 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.1,600*600*15穿孔硅酸钙板吸声吊顶（S棚2） 61.1 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.2,无机涂料柱墙面（S内1） 221.6 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.3,600*600*35mm厚防静电架空地板（S楼4） 61.1 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.4,地砖踢脚（F踢1、S踢1、G踢1） 5.54 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.5,钢质甲级防火门 10.56 m2,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.7.2,围护架构,7.1.7.2.6,板上开洞 5 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
